CID	Molecule	washed	WID	mol_nHeavyAtoms	mol_MW	MID	core	core_nHeavyAtoms	core_MW
5331913	CC1=CC=C(C=C1)C(=O)N/N=C/C2=CC=CC=C2	Cc1ccc(C(=O)NN=Cc2ccccc2)cc1	W11	18	238	M13	Cc1ccc(C(=O)NN=Cc2ccccc2)cc1	18	238
5352718	COC1=CC=C(C=C1)/C=C/COC(=O)/C=C/C2=CC=CC=C2	COc1ccc(C=CCOC(=O)C=Cc2ccccc2)cc1	W12	22	294	M14	COc1ccc(C=CCOC(C)=O)cc1	15	206
5352718	COC1=CC=C(C=C1)/C=C/COC(=O)/C=C/C2=CC=CC=C2	COc1ccc(C=CCOC(=O)C=Cc2ccccc2)cc1	W12	22	294	M15	COc1ccc(C=CCOC(=O)C=Cc2ccccc2)cc1	22	294
5705112	C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2	O=C(OCC=Cc1ccccc1)c1ccccc1	W13	18	238	M16	O=C(OCC=Cc1ccccc1)c1ccccc1	18	238
5910817	C1=CC=C(C=C1)OC(=O)/C=C/C2=CC(=C(C=C2)O)O	O=C(C=Cc1ccc(O)c(O)c1)Oc1ccccc1	W14	19	256	M17	O=C(C=Cc1ccc(O)c(O)c1)Oc1ccccc1	19	256
5919576	C1=CC=C(C=C1)COC(=O)/C=C/C2=CC(=C(C=C2)O)O	O=C(C=Cc1ccc(O)c(O)c1)OCc1ccccc1	W15	20	270	M18	O=C(C=Cc1ccc(O)c(O)c1)OCc1ccccc1	20	270
6441293	COC1=C(C=CC(=C1)/C=C/COC(=O)C2=CC=CC=C2)O	COc1cc(C=CCOC(=O)c2ccccc2)ccc1O	W16	21	284	M19	COc1cc(C=CCOC(=O)c2ccccc2)ccc1O	21	284
6441913	COC1=C(C=CC(=C1)/C=C/COC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O	COc1cc(C=CCOC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O	W17	26	356	M20	COc1cc(C=CCOC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O	26	356
7766335	COC1=C(C=CC(=C1)/C=C/C(=O)OCC2=CC=CC=C2)O	COc1cc(C=CC(=O)OCc2ccccc2)ccc1O	W18	21	284	M21	COc1cc(C=CC(=O)OCc2ccccc2)ccc1O	21	284
10083644	C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=C(C=C2)O	O=C(C=Cc1ccc(O)cc1)OCc1ccccc1	W19	19	254	M22	O=C(C=Cc1ccc(O)cc1)OCc1ccccc1	19	254
56627505	C1=CC=C(C=C1)COC(=O)C=CC2=CC=C(C=C2)O	O=C(C=Cc1ccc(O)cc1)OCc1ccccc1	W19	19	254	M22	O=C(C=Cc1ccc(O)cc1)OCc1ccccc1	19	254
11380911	C1=CC=C(C=C1)/C=C/COC(=O)/C=C/C2=CC(=C(C=C2)O)O	O=C(C=Cc1ccc(O)c(O)c1)OCC=Cc1ccccc1	W20	22	296	M23	CCOC(=O)C=Cc1ccc(O)c(O)c1	15	208
129738065	C1=CC=C(C=C1)C=CCOC(=O)/C=C/C2=CC(=C(C=C2)O)O	O=C(C=Cc1ccc(O)c(O)c1)OCC=Cc1ccccc1	W20	22	296	M23	CCOC(=O)C=Cc1ccc(O)c(O)c1	15	208
11380911	C1=CC=C(C=C1)/C=C/COC(=O)/C=C/C2=CC(=C(C=C2)O)O	O=C(C=Cc1ccc(O)c(O)c1)OCC=Cc1ccccc1	W20	22	296	M24	O=C(C=Cc1ccc(O)c(O)c1)OCC=Cc1ccccc1	22	296
129738065	C1=CC=C(C=C1)C=CCOC(=O)/C=C/C2=CC(=C(C=C2)O)O	O=C(C=Cc1ccc(O)c(O)c1)OCC=Cc1ccccc1	W20	22	296	M24	O=C(C=Cc1ccc(O)c(O)c1)OCC=Cc1ccccc1	22	296
92017879	C1=CC=C(C=C1)C=CCOC(=O)/C=C/C2=CC=C(C=C2)O	O=C(C=Cc1ccc(O)cc1)OCC=Cc1ccccc1	W21	21	280	M25	CCOC(=O)C=Cc1ccc(O)cc1	14	192
92017879	C1=CC=C(C=C1)C=CCOC(=O)/C=C/C2=CC=C(C=C2)O	O=C(C=Cc1ccc(O)cc1)OCC=Cc1ccccc1	W21	21	280	M26	O=C(C=Cc1ccc(O)cc1)OCC=Cc1ccccc1	21	280
145707178	C1CC(=CC=C1)C=CC(=O)OC2=CC=C(C=C2)/C=C/C(=O)O	O=C(O)C=Cc1ccc(OC(=O)C=CC2=CC=CCC2)cc1	W22	22	296	M27	O=CC=Cc1ccc(OC(=O)C=CC2=CC=CCC2)cc1	21	280
145707178	C1CC(=CC=C1)C=CC(=O)OC2=CC=C(C=C2)/C=C/C(=O)O	O=C(O)C=Cc1ccc(OC(=O)C=CC2=CC=CCC2)cc1	W22	22	296	M28	CC(=O)Oc1ccc(C=CC(=O)O)cc1	15	206
145707178	C1CC(=CC=C1)C=CC(=O)OC2=CC=C(C=C2)/C=C/C(=O)O	O=C(O)C=Cc1ccc(OC(=O)C=CC2=CC=CCC2)cc1	W22	22	296	M29	Cc1ccc(OC(=O)C=CC2=CC=CCC2)cc1	18	240
145707178	C1CC(=CC=C1)C=CC(=O)OC2=CC=C(C=C2)/C=C/C(=O)O	O=C(O)C=Cc1ccc(OC(=O)C=CC2=CC=CCC2)cc1	W22	22	296	M30	O=C(O)C=Cc1ccc(OC(=O)C=CC2=CC=CCC2)cc1	22	296
146015185	CC(=O)C(O)C(O)C(O)(C(=O)/C=C/C1=CC=C(C=C1)O)C(=O)/C=C/C2=CC=C(C=C2)O	CC(=O)C(O)C(O)C(O)(C(=O)C=Cc1ccc(O)cc1)C(=O)C=Cc1ccc(O)cc1	W23	31	426	M31	CC(=O)C(O)C(O)C(O)(C(C)=O)C(=O)C=Cc1ccc(O)cc1	23	322
146015185	CC(=O)C(O)C(O)C(O)(C(=O)/C=C/C1=CC=C(C=C1)O)C(=O)/C=C/C2=CC=C(C=C2)O	CC(=O)C(O)C(O)C(O)(C(=O)C=Cc1ccc(O)cc1)C(=O)C=Cc1ccc(O)cc1	W23	31	426	M32	CC(=O)C(O)C(O)C(O)(C(=O)C=Cc1ccc(O)cc1)C(=O)C=Cc1ccc(O)cc1	31	426
