CID	Molecule	washed	WID	mol_nHeavyAtoms	mol_MW	MID	core	core_nHeavyAtoms	core_MW
638278	C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O	O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O	W45	19	256	M59	O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O	19	256
1268276	COC1=CC(=C2C(=O)C[C@H](OC2=C1)C3=CC(=C(C=C3)O)O)O	COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)CC2=O	W46	22	302	M60	COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)CC2=O	22	302
4872981	COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC(=C(C=C3)O)O)O	COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)CC2=O	W46	22	302	M60	COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)CC2=O	22	302
3083788	CC1=C(C2=C(C(=C1OC)C)OC(=CC2=O)C3=CC=C(C=C3)O)O	COc1c(C)c(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1C	W47	23	312	M61	COc1c(C)c(O)c2c(=O)ccoc2c1C	16	220
3083788	CC1=C(C2=C(C(=C1OC)C)OC(=CC2=O)C3=CC=C(C=C3)O)O	COc1c(C)c(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1C	W47	23	312	M62	COc1c(C)c(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1C	23	312
3347979	C1C2C(C3=C(O1)C=C(C=C3)O)OC4=C2C=CC(=C4)O	Oc1ccc2c(c1)OC1c3ccc(O)cc3OCC21	W48	19	256	M63	Oc1ccc2c(c1)OC1c3ccc(O)cc3OCC21	19	256
5280343	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W49	22	302	M64	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	22	302
56843093	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=CC(=C2O)O)C3=C(C(=O)C4=C(C=C(C=C4O3)O)O)O)O)O)O	CC1OC(Oc2cc(-c3oc4cc(O)cc(O)c4c(=O)c3O)cc(O)c2O)C(O)C(O)C1O	W130	33	464	M64	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	22	302
5280373	COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O	COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1	W50	21	284	M65	COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1	21	284
5280378	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O	COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1	W51	20	268	M66	COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1	20	268
5280417	COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O	COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(O)c3)oc2c1	W52	24	330	M67	COc1cc(O)c2c(=O)c(OC)coc2c1	16	222
5318869	COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O	COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)cc3)oc2c1	W95	23	314	M67	COc1cc(O)c2c(=O)c(OC)coc2c1	16	222
5280417	COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O	COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(O)c3)oc2c1	W52	24	330	M68	COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(O)c3)oc2c1	24	330
5280441	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O	O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12	W53	31	432	M69	O=c1ccoc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12	24	340
5281675	C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O	O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12	W80	32	448	M69	O=c1ccoc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12	24	340
5280441	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O	O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12	W53	31	432	M70	O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12	31	432
5280442	COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1	W54	21	284	M71	COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1	21	284
5280443	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	W55	20	270	M72	O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	20	270
5280445	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W56	21	286	M73	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	21	286
5490064	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H](O4)CO)O)O)O)O	O=c1c(OC2OC(CO)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W112	31	434	M73	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	21	286
5280448	COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O	COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O	W57	21	284	M74	COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O	21	284
5280459	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	W58	32	448	M75	CC1OC(Oc2coc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	24	340
5280459	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	W58	32	448	M76	CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	32	448
5280805	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O	CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	W64	43	611	M76	CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	32	448
5484066	C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O	O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W110	42	596	M76	CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	32	448
5280666	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O	W59	22	300	M77	COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O	22	300
5280681	COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O	COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O	W60	23	316	M78	COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O	23	316
5280704	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	W61	31	432	M79	O=c1ccoc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	24	340
5281377	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O	O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	W69	31	432	M79	O=c1ccoc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	24	340
5280704	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	W61	31	432	M80	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	31	432
5280746	C1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M81	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3CC(O)C(O)C(CO)O3)cc(O)c12	30	416
9985362	C1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M81	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3CC(O)C(O)C(CO)O3)cc(O)c12	30	416
16211399	C1[C@@]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M81	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3CC(O)C(O)C(CO)O3)cc(O)c12	30	416
25244999	C1[C@@]([C@H](C(O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M81	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3CC(O)C(O)C(CO)O3)cc(O)c12	30	416
44257793	C1[C@](C([C@@H](O1)OC2[C@H]([C@@H](C(O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M81	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3CC(O)C(O)C(CO)O3)cc(O)c12	30	416
46882564	C1[C@]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M81	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3CC(O)C(O)C(CO)O3)cc(O)c12	30	416
5280746	C1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M82	O=c1ccoc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	33	472
9985362	C1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M82	O=c1ccoc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	33	472
16211399	C1[C@@]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M82	O=c1ccoc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	33	472
25244999	C1[C@@]([C@H](C(O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M82	O=c1ccoc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	33	472
44257793	C1[C@](C([C@@H](O1)OC2[C@H]([C@@H](C(O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M82	O=c1ccoc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	33	472
46882564	C1[C@]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M82	O=c1ccoc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	33	472
5280746	C1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M83	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	40	564
9985362	C1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M83	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	40	564
16211399	C1[C@@]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M83	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	40	564
25244999	C1[C@@]([C@H](C(O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M83	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	40	564
44257793	C1[C@](C([C@@H](O1)OC2[C@H]([C@@H](C(O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M83	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	40	564
46882564	C1[C@]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	W62	40	564	M83	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	40	564
5280804	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W63	33	464	M84	O=c1c(OC2OC(CO)C(O)C(O)C2O)coc2cc(O)cc(O)c12	25	356
5281643	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W63	33	464	M84	O=c1c(OC2OC(CO)C(O)C(O)C2O)coc2cc(O)cc(O)c12	25	356
25203368	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)[O-]	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W63	33	464	M84	O=c1c(OC2OC(CO)C(O)C(O)C2O)coc2cc(O)cc(O)c12	25	356
5318645	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O	W93	34	478	M84	O=c1c(OC2OC(CO)C(O)C(O)C2O)coc2cc(O)cc(O)c12	25	356
5280804	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W63	33	464	M85	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	33	464
5281643	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W63	33	464	M85	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	33	464
25203368	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)[O-]	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W63	33	464	M85	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	33	464
5280805	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O	CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	W64	43	611	M86	CC1OC(OCC2OC(Oc3coc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	35	502
5318767	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O	CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	W94	42	595	M86	CC1OC(OCC2OC(Oc3coc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	35	502
5481663	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O	W109	44	625	M86	CC1OC(OCC2OC(Oc3coc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	35	502
5280805	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O	CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	W64	43	611	M87	CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	43	611
5280862	COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	COc1c(-c2ccc(O)cc2)oc2cc(O)cc(O)c2c1=O	W65	22	300	M88	COc1coc2cc(O)cc(O)c2c1=O	15	208
5281946	COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3	COc1c(-c2ccccc2)oc2cc(O)cc(O)c2c1=O	W87	21	284	M88	COc1coc2cc(O)cc(O)c2c1=O	15	208
5280862	COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	COc1c(-c2ccc(O)cc2)oc2cc(O)cc(O)c2c1=O	W65	22	300	M89	COc1c(-c2ccc(O)cc2)oc2cc(O)cc(O)c2c1=O	22	300
5280863	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	W66	21	286	M90	O=c1c(O)coc2cc(O)cc(O)c12	14	194
5281616	C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12	W73	20	270	M90	O=c1c(O)coc2cc(O)cc(O)c12	14	194
5280863	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	W66	21	286	M91	O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	21	286
5280961	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	W67	20	270	M92	O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	20	270
5281295	C1=CC(=C(C=C1/C=C\2/C(=O)C3=C(O2)C=C(C=C3)O)O)O	O=C1C(=Cc2ccc(O)c(O)c2)Oc2cc(O)ccc21	W68	20	270	M93	O=C1C(=Cc2ccc(O)c(O)c2)Oc2cc(O)ccc21	20	270
5281377	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O	O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	W69	31	432	M94	O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	31	432
5281605	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O	O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12	W70	20	270	M95	O=c1ccoc2cc(O)c(O)c(O)c12	14	194
5281605	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O	O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12	W70	20	270	M96	O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12	20	270
