CID	Molecule	washed	WID	mol_nHeavyAtoms	mol_MW	MID	core	core_nHeavyAtoms	core_MW
5281607	C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12	W71	19	254	M97	O=c1ccoc2cc(O)cc(O)c12	13	178
5281607	C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12	W71	19	254	M98	O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12	19	254
5281614	C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12	W72	21	286	M99	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12	21	286
5281616	C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12	W73	20	270	M100	O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12	20	270
5281617	COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O	COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1	W74	21	284	M101	COc1cc(O)c2c(=O)ccoc2c1	14	192
5281954	COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O	COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1	W88	20	268	M101	COc1cc(O)c2c(=O)ccoc2c1	14	192
5281617	COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O	COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1	W74	21	284	M102	COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1	21	284
5281628	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O	COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O	W75	22	300	M103	COc1c(O)cc2occc(=O)c2c1O	15	208
5320315	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O	COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O	W97	21	284	M103	COc1c(O)cc2occc(=O)c2c1O	15	208
5281628	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O	COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O	W75	22	300	M104	COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O	22	300
5281654	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O	W76	23	316	M105	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O	23	316
5281666	COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1	W77	22	300	M106	COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1	22	300
5281670	C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12	W78	22	302	M107	O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12	22	302
5281672	C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12	W79	23	318	M108	O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12	23	318
5281675	C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O	O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12	W80	32	448	M109	O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12	32	448
5281691	COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)O)O	COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1	W81	23	316	M110	COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1	23	316
5281698	COC1=C(C=C(C2=C1OC(=C(C2=O)O)C3=CC=C(C=C3)O)O)O	COc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc12	W82	23	316	M111	COc1c(O)cc(O)c2c(=O)c(O)coc12	16	224
5281698	COC1=C(C=C(C2=C1OC(=C(C2=O)O)C3=CC=C(C=C3)O)O)O	COc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc12	W82	23	316	M112	COc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc12	23	316
5281702	COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc(OC)c1O	W83	24	330	M113	COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc(OC)c1O	24	330
5281708	C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O	O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12	W84	19	254	M114	O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12	19	254
5281803	COC1=C(C=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O	COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1O	W85	22	300	M115	COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1O	22	300
5281812	COC1=CC=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)O)O	COc1ccc(-c2coc3cc(O)c(O)cc3c2=O)cc1	W86	21	284	M116	COc1ccc(-c2coc3cc(O)c(O)cc3c2=O)cc1	21	284
5281946	COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3	COc1c(-c2ccccc2)oc2cc(O)cc(O)c2c1=O	W87	21	284	M117	COc1c(-c2ccccc2)oc2cc(O)cc(O)c2c1=O	21	284
5281954	COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O	COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1	W88	20	268	M118	COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1	20	268
5315202	COC1=CC(=CC2=C1C(=O)C=C(O2)C3=CC=C(C=C3)O)O	COc1cc(O)cc2oc(-c3ccc(O)cc3)cc(=O)c12	W89	21	284	M119	COc1cc(O)cc2occc(=O)c12	14	192
5315202	COC1=CC(=CC2=C1C(=O)C=C(O2)C3=CC=C(C=C3)O)O	COc1cc(O)cc2oc(-c3ccc(O)cc3)cc(=O)c12	W89	21	284	M120	COc1cc(O)cc2oc(-c3ccc(O)cc3)cc(=O)c12	21	284
5316793	COC1=CC(=C(C(=C1)O)C(=O)/C=C/C2=CC=CC=C2)O	COc1cc(O)c(C(=O)C=Cc2ccccc2)c(O)c1	W90	20	270	M121	COc1cc(O)c(C(=O)C=Cc2ccccc2)c(O)c1	20	270
5317747	COC1=CC(=C2C(=C1)OC(C(C2=O)O)C3=CC=CC=C3)O	COc1cc(O)c2c(c1)OC(c1ccccc1)C(O)C2=O	W91	21	286	M122	COc1cc(O)c2c(c1)OC(c1ccccc1)C(O)C2=O	21	286
5318214	COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O	COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1	W92	22	300	M123	COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1	22	300
5318645	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O	W93	34	478	M124	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O	34	478
5318767	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O	CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	W94	42	595	M125	CC1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	31	432
5318767	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O	CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	W94	42	595	M126	CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	42	595
5318869	COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O	COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)cc3)oc2c1	W95	23	314	M127	COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)cc3)oc2c1	23	314
5319733	COC1=C(C2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)O)OC	COc1ccc2c(c1OC)OC1c3ccc(O)cc3OCC21	W96	22	300	M128	COc1ccc2c(c1OC)OC1c3ccc(O)cc3OCC21	22	300
14077830	COC1=C(C2=C(C=C1)[C@@H]3COC4=C([C@@H]3O2)C=CC(=C4)O)OC	COc1ccc2c(c1OC)OC1c3ccc(O)cc3OCC21	W96	22	300	M128	COc1ccc2c(c1OC)OC1c3ccc(O)cc3OCC21	22	300
5320315	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O	COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O	W97	21	284	M129	COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O	21	284
5320438	COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O	COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1	W98	23	314	M130	COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1	23	314
5320462	COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O)OC	COc1cc2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c(O)c1OC	W99	25	344	M131	COc1cc2occ(OC)c(=O)c2c(O)c1OC	18	252
5320462	COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O)OC	COc1cc2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c(O)c1OC	W99	25	344	M132	COc1cc2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c(O)c1OC	25	344
5320946	COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC=C(C=C3)O)O	COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc2c1	W100	22	300	M133	COc1cc(O)c2c(=O)c(O)coc2c1	15	208
5320946	COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC=C(C=C3)O)O	COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc2c1	W100	22	300	M134	COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc2c1	22	300
5352001	COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC	COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1	W101	23	314	M135	COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1	23	314
5352032	COC1=C(C2=C(C=C1O)OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O	COc1c(O)cc2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c1O	W102	24	330	M136	COc1c(O)cc2occ(OC)c(=O)c2c1O	17	238
5352032	COC1=C(C2=C(C=C1O)OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O	COc1c(O)cc2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c1O	W102	24	330	M137	COc1c(O)cc2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c1O	24	330
5377945	COC1=C(C2=C(C=C1O)OC(=C(C2=O)O)C3=CC=C(C=C3)O)O	COc1c(O)cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2c1O	W103	23	316	M138	COc1c(O)cc2occ(O)c(=O)c2c1O	16	224
5459196	COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C(=C3O)OC)O)O	COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2O)cc1	W108	24	330	M138	COc1c(O)cc2occ(O)c(=O)c2c1O	16	224
5377945	COC1=C(C2=C(C=C1O)OC(=C(C2=O)O)C3=CC=C(C=C3)O)O	COc1c(O)cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2c1O	W103	23	316	M139	COc1c(O)cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2c1O	23	316
5379096	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)O	COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)ccc1O	W104	24	330	M140	COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)ccc1O	24	330
5391140	C1=CC(=CC(=C1)O)C2=CC(=O)C3=C(O2)C=C(C=C3)O	O=c1cc(-c2cccc(O)c2)oc2cc(O)ccc12	W105	19	254	M141	O=c1cc(-c2cccc(O)c2)oc2cc(O)ccc12	19	254
5393151	C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=CC=C3O2)O)O	O=c1c(O)c(-c2ccccc2)oc2cccc(O)c12	W106	19	254	M142	O=c1c(O)coc2cccc(O)c12	13	178
5393151	C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=CC=C3O2)O)O	O=c1c(O)c(-c2ccccc2)oc2cccc(O)c12	W106	19	254	M143	O=c1c(O)c(-c2ccccc2)oc2cccc(O)c12	19	254
5393152	C1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O	O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12	W107	19	254	M144	O=c1c(O)coc2cc(O)ccc12	13	178
5393152	C1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O	O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12	W107	19	254	M145	O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12	19	254
5459196	COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C(=C3O)OC)O)O	COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2O)cc1	W108	24	330	M146	COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2O)cc1	24	330
5481663	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O	W109	44	625	M147	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)ccc1O	33	462
5481663	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O	W109	44	625	M148	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O	44	625
5484066	C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O	O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W110	42	596	M149	O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)coc2cc(O)cc(O)c12	34	488
5484066	C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O	O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W110	42	596	M150	O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	42	596
5488105	COC1=CC(=CC2=C1C(=O)C(=C(O2)C3=CC=CC=C3)O)O	COc1cc(O)cc2oc(-c3ccccc3)c(O)c(=O)c12	W111	21	284	M151	COc1cc(O)cc2occ(O)c(=O)c12	15	208
5488105	COC1=CC(=CC2=C1C(=O)C(=C(O2)C3=CC=CC=C3)O)O	COc1cc(O)cc2oc(-c3ccccc3)c(O)c(=O)c12	W111	21	284	M152	COc1cc(O)cc2oc(-c3ccccc3)c(O)c(=O)c12	21	284
5490064	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H](O4)CO)O)O)O)O	O=c1c(OC2OC(CO)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W112	31	434	M153	O=c1c(OC2OC(CO)C(O)C2O)coc2cc(O)cc(O)c12	23	326
5490064	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H](O4)CO)O)O)O)O	O=c1c(OC2OC(CO)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	W112	31	434	M154	O=c1c(OC2OC(CO)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	31	434
5491798	COC1=C(C2=C(C(=C1)O)C(=O)C(=C(O2)C3=CC=CC=C3)O)OC	COc1cc(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1OC	W113	23	314	M155	COc1cc(O)c2c(=O)c(O)coc2c1OC	17	238
5491798	COC1=C(C2=C(C(=C1)O)C(=O)C(=C(O2)C3=CC=CC=C3)O)OC	COc1cc(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1OC	W113	23	314	M156	COc1cc(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1OC	23	314
6474295	C1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2O)O)O	O=C(C=Cc1ccccc1)c1c(O)cc(O)cc1O	W114	19	256	M157	O=C(C=Cc1ccccc1)c1c(O)cc(O)cc1O	19	256
10065830	CC1=C(C(=C2C(=C1O)C(=O)C(=CO2)CC3=CC4=C(C=C3)OCO4)C)O	Cc1c(O)c(C)c2occ(Cc3ccc4c(c3)OCO4)c(=O)c2c1O	W115	25	340	M158	Cc1c(O)c(C)c2occ(Cc3ccc4c(c3)OCO4)c(=O)c2c1O	25	340
11536537	COC1=CC2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4O)O	COc1ccc2c(c1)OC1c3ccc(O)c(O)c3OCC21	W116	21	286	M159	COc1ccc2c(c1)OC1c3ccc(O)c(O)c3OCC21	21	286
13990811	COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2O)O)O	COc1ccc(C=CC(=O)c2c(O)cc(O)cc2O)cc1	W117	21	286	M160	COc1ccc(C=CC(=O)c2c(O)cc(O)cc2O)cc1	21	286
14079475	COC1=C(C=CC2=C1OC(=C(C2=O)O)C3=CC=CC=C3)O	COc1c(O)ccc2c(=O)c(O)c(-c3ccccc3)oc12	W118	21	284	M161	COc1c(O)ccc2c(=O)c(O)coc12	15	208
14079475	COC1=C(C=CC2=C1OC(=C(C2=O)O)C3=CC=CC=C3)O	COc1c(O)ccc2c(=O)c(O)c(-c3ccccc3)oc12	W118	21	284	M162	COc1c(O)ccc2c(=O)c(O)c(-c3ccccc3)oc12	21	284
14440596	C1=CC=C(C=C1)C(=O)/C=C/C2=C(C=C(C=C2O)O)O	O=C(C=Cc1c(O)cc(O)cc1O)c1ccccc1	W119	19	256	M163	O=C(C=Cc1c(O)cc(O)cc1O)c1ccccc1	19	256
53951317	C1=CC=C(C=C1)C(=O)C=CC2=C(C=C(C=C2O)O)O	O=C(C=Cc1c(O)cc(O)cc1O)c1ccccc1	W119	19	256	M163	O=C(C=Cc1c(O)cc(O)cc1O)c1ccccc1	19	256
15233950	C1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O	O=c1c(O)c(-c2ccccc2)oc2cc(O)c(O)c(O)c12	W120	21	286	M164	O=c1c(O)coc2cc(O)c(O)c(O)c12	15	210
15233950	C1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O	O=c1c(O)c(-c2ccccc2)oc2cc(O)c(O)c(O)c12	W120	21	286	M165	O=c1c(O)c(-c2ccccc2)oc2cc(O)c(O)c(O)c12	21	286
21676187	COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=CC=C3)O	COc1cc2c(=O)c(-c3ccccc3)coc2cc1O	W121	20	268	M166	COc1cc2c(=O)ccoc2cc1O	14	192
21676187	COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=CC=C3)O	COc1cc2c(=O)c(-c3ccccc3)coc2cc1O	W121	20	268	M167	COc1cc2c(=O)c(-c3ccccc3)coc2cc1O	20	268
24772948	COC1=C(C(=C(C=C1)C2COC3=C(C2=O)C=CC(=C3)O)OC)O	COc1ccc(C2COc3cc(O)ccc3C2=O)c(OC)c1O	W122	23	316	M168	COc1ccc(C2COc3cc(O)ccc3C2=O)c(OC)c1O	23	316
44446884	COC1=C(C(=C(C=C1)[C@H]2COC3=C(C2=O)C=CC(=C3)O)OC)O	COc1ccc(C2COc3cc(O)ccc3C2=O)c(OC)c1O	W122	23	316	M168	COc1ccc(C2COc3cc(O)ccc3C2=O)c(OC)c1O	23	316
42607832	COC1=C(C=CC2=C1OC(CC2=O)C3=CC=CC=C3)O	COc1c(O)ccc2c1OC(c1ccccc1)CC2=O	W123	20	270	M169	COc1c(O)ccc2c1OC(c1ccccc1)CC2=O	20	270
44257448	COC1=C(C2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)O)O	COc1ccc2c(c1O)OC1c3ccc(O)cc3OCC21	W124	21	286	M170	COc1ccc2c(c1O)OC1c3ccc(O)cc3OCC21	21	286
44257510	COC1=CC2=C(CC(CO2)C3=C(C=C(C=C3)O)O)C=C1	COc1ccc2c(c1)OCC(c1ccc(O)cc1O)C2	W125	20	272	M171	COc1ccc2c(c1)OCC(c1ccc(O)cc1O)C2	20	272
44335549	C1C(OC2=C(C1=O)C=CC(=C2O)O)C3=CC=CC=C3	O=C1CC(c2ccccc2)Oc2c1ccc(O)c2O	W126	19	256	M172	O=C1CC(c2ccccc2)Oc2c1ccc(O)c2O	19	256
44446838	COC1=C(C2=C(C=C1O)O[C@@H]([C@H](C2=O)O)C3=CC=CC=C3)O	COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccccc1)O2	W127	22	302	M173	COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccccc1)O2	22	302
44446883	COC1=CC(=C(C=C1)[C@H]2COC3=CC(=CC(=C3C2=O)O)O)O	COc1ccc(C2COc3cc(O)cc(O)c3C2=O)c(O)c1	W128	22	302	M174	COc1ccc(C2COc3cc(O)cc(O)c3C2=O)c(O)c1	22	302
46886755	CCC(=O)O[C@@H]1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3	CCC(=O)OC1C(=O)c2c(O)cc(O)cc2OC1c1ccccc1	W129	24	328	M175	CCC(=O)OC1C(=O)c2c(O)cc(O)cc2OC1c1ccccc1	24	328
56843093	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=CC(=C2O)O)C3=C(C(=O)C4=C(C=C(C=C4O3)O)O)O)O)O)O	CC1OC(Oc2cc(-c3oc4cc(O)cc(O)c4c(=O)c3O)cc(O)c2O)C(O)C(O)C1O	W130	33	464	M176	CC1OC(Oc2cc(-c3oc4cc(O)cc(O)c4c(=O)c3O)cc(O)c2O)C(O)C(O)C1O	33	464
67218246	COC1=CC(=CC(=C1C=CC(=O)C2=CC=CC=C2)O)O	COc1cc(O)cc(O)c1C=CC(=O)c1ccccc1	W131	20	270	M177	COc1cc(O)cc(O)c1C=CC(=O)c1ccccc1	20	270
68146761	C1=CC=C(C=C1)C(=O)C=CC2C(C=C(C=C2O)O)O	O=C(C=CC1C(O)=CC(O)=CC1O)c1ccccc1	W132	19	258	M178	O=C(C=CC1C(O)=CC(O)=CC1O)c1ccccc1	19	258
129864321	COC1=CC(C(C(=C1)O)C=CC(=O)C2=CC=CC=C2)O	COC1=CC(O)C(C=CC(=O)c2ccccc2)C(O)=C1	W133	20	272	M179	COC1=CC(O)C(C=CC(=O)c2ccccc2)C(O)=C1	20	272
65064	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1	W134	33	458	M180	Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2	22	306
65064	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1	W134	33	458	M181	O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1	33	458
