ASID	WID
AS1	W22
AS2	W23
AS3	W12
AS4	W20
AS5	W21
AS6	W6
AS7	W3
AS8	W18
AS9	W17
AS10	W16
AS11	W7
AS12	W11
AS13	W4
AS14	W15
AS15	W14
AS16	W19
AS17	W9
AS18	W10
AS19	W8
AS20	W13
AS21	W1
AS22	W0
AS23	W2
AS24	W5
